Feature1;Feature2;Feature3;Feature4;Feature5;Feature6;Feature7;Feature8;Feature9;Feature10;Feature11;Pensioner
34;198;18;55;1;0;1;24;1;1;0;1
14;24;11;28;0;0;2;5;1;1;0;1
124;73;0;41;7;3;3;16;1;0;1;0
1;13;0;8;0;0;6;1;0;0;0;1
5;25;1;19;1;1;1;9;1;1;0;0
0;55;6;10;3;1;2;26;1;1;0;0
7;10;1;8;0;0;2;13;1;1;0;0
0;0;0;0;0;0;0;0;0;1;0;0
0;9;550;0;0;0;0;0;0;1;0;0
2;27;0;2;0;0;4;2;8;1;0;0
4;1;0;3;0;0;0;1;0;1;0;0
21;3;6;42;3;1;3;36;3;1;0;0
14;24;5;19;0;1;8;3;2;1;0;1
33;42;0;24;0;1;1;22;1;1;0;0
0;0;0;0;0;0;0;1;1;0;1;0
15;1;36;73;5;5;7;95;1;0;0;0
1;10;1;10;1;6;1;6;1;0;1;0
5;54;1;15;0;1;4;1;0;0;1;0
32;135;14;41;1;0;9;6;1;1;0;1
128;108;4;27;0;1;1;15;1;1;0;0
7;20;307;7;0;0;2;11;1;0;0;1
5;55;0;18;1;0;1;11;1;0;0;1
23;64;6;14;0;1;1;12;1;1;0;0
4;16;0;6;0;0;1;0;1;1;0;0
7;8;10;6;0;0;2;4;0;1;0;0
1;289;0;0;0;0;0;0;0;0;1;0
13;478;1;36;2;19;19;21;4;0;1;0
17;108;54;38;0;0;4;7;1;1;0;0
3;4;0;0;0;0;0;3;2;1;0;0
0;27;1;1;1;0;1;5;1;1;0;0
36;153;7;24;0;0;2;10;1;1;0;0
0;1;0;0;0;0;0;0;0;0;0;0
10;78;1;12;1;2;1;1;2;0;1;0
7;198;0;16;1;1;11;22;1;1;0;0
1;17;0;2;0;0;1;3;0;1;0;0
0;0;0;0;0;0;0;0;0;1;0;0
2;53;3;4;1;1;1;6;2;1;0;0
0;1;0;0;0;0;1;5;1;0;0;1
15;115;1;17;0;0;1;2;1;0;1;0
42;315;55;67;2;3;4;29;3;1;0;1
1;18;2;4;1;0;6;1;1;1;0;1
11;196;2;5;0;1;1;1;0;1;0;0
8;62;2;16;3;0;2;12;1;1;0;0
2;30;0;3;0;0;2;3;1;0;1;0
30;212;12;67;6;8;15;47;1;0;1;0
4;11;0;7;0;0;1;2;0;1;0;1
4;46;2;14;0;0;6;3;0;1;0;0
0;0;0;0;1;0;68;1;1;0;1;0
4;53;1;17;0;0;1;3;1;1;0;1
2;253;2;48;2;4;40;18;1;0;1;0
0;0;0;0;0;0;1;147;1;1;0;0
0;0;0;0;0;0;1;0;1;0;1;0
0;0;0;0;0;0;1;0;0;0;1;0
12;12;18;11;0;0;1;4;1;1;0;0
5;31;0;8;0;0;5;10;1;1;0;0
15;95;36;38;1;0;13;60;2;1;0;0
17;198;165;36;0;4;2;23;2;1;0;0
0;2;0;0;0;0;0;0;1;1;0;0
4;34;3;8;1;0;1;7;1;1;0;0
126;1243;1;247;0;0;8;35;1;1;0;0
0;7;1;0;0;0;4;4;0;1;0;0
4;0;0;8;3;0;1;5;2;1;0;0
4;46;0;10;0;1;10;6;1;1;0;0
9;286;17;26;0;0;22;25;2;1;0;0
37;160;49;97;2;2;12;155;1;1;0;0
44;108;5;149;0;1;2;13;1;1;0;0
23;48;0;44;0;0;2;14;1;1;0;1
12;91;0;15;1;2;3;3;1;1;0;0
55;14;5;23;0;0;6;3;1;0;1;0
2;21;3;7;0;0;1;1;0;1;0;0
10;333;20;17;3;1;41;13;1;1;0;0
2;129;0;9;0;0;2;1;1;1;0;1
0;7;0;1;0;0;0;0;0;1;0;0
108;10;52;306;1;6;4;59;1;1;0;1
4;26;1;7;0;0;5;1;1;1;0;0
0;0;0;7;1;0;0;0;0;1;0;1
7;12;0;5;1;0;2;5;1;1;0;1
0;13;3;2;1;1;1;6;1;1;0;0
12;2;252;20;0;0;2;1;1;1;0;1
3;101;14;13;0;1;2;21;1;1;0;0
3;43;7;2;0;0;1;3;2;1;0;0
1;40;4;7;0;0;1;6;1;0;0;0
0;0;0;2;3;0;152;75;1;0;1;0
0;19;0;2;2;3;18;1;2;0;1;0
2;536;8;22;4;0;33;17;1;1;0;0
0;0;0;0;1;0;0;0;0;1;0;0
0;8;0;0;0;0;0;1;0;1;0;0
150;609;17;304;0;10;5;66;1;0;1;0
8;17;1;11;2;0;1;4;1;1;0;0
5;150;6;10;0;0;6;6;1;0;0;0
4;134;31;7;0;1;2;3;1;1;0;0
0;138;4;0;1;1;7;15;1;1;0;0
0;0;0;0;4;2;352;1;1;0;0;0
11;116;0;60;2;1;2;19;1;0;1;0
1;9;5;10;0;0;1;3;1;1;0;0
0;2;0;0;0;0;0;0;0;0;1;0
0;0;0;0;0;0;0;1;0;0;1;0
33;300;12;56;0;2;2;40;2;0;0;0
15;63;42;32;0;1;1;3;1;1;0;0
0;0;0;0;0;0;2;0;0;1;0;1
7;117;1;23;0;3;2;19;1;0;1;0
13;59;2;24;1;2;4;15;3;1;0;0
9;10;8;12;1;0;5;1;1;1;0;1
0;1;2;3;1;0;1;1;1;1;0;0
30;155;10;33;0;0;1;6;1;1;0;0
2;61;0;15;1;1;2;6;2;0;1;0
2;88;1;8;0;0;4;14;0;1;0;1
0;0;0;0;0;0;0;0;0;1;0;0
16;365;18;57;0;0;4;5;2;0;1;0
18;63;0;10;0;0;10;84;1;1;0;0
14;42;43;12;0;0;0;1;1;1;0;0
3;0;0;0;0;0;1;0;0;0;1;0
31;274;3;51;1;1;1;15;2;1;0;0
20;164;15;35;1;0;5;8;7;1;0;1
13;195;1;14;1;0;4;9;2;1;0;0
40;301;12;75;17;22;15;104;1;0;0;0
2;38;1;4;0;3;3;1;5;0;1;0
4;8;7;7;0;0;1;6;1;1;0;0
7;13;3;13;1;0;3;2;1;1;0;0
21;159;2;30;1;0;1;7;1;1;0;0
3;91;4;9;0;0;1;2;0;1;0;1
8;125;4;17;1;0;1;5;1;1;0;0
10;59;0;33;1;0;2;11;1;0;0;1
2;32;1;4;0;0;3;2;0;0;1;0
3;1;0;3;0;2;2;3;1;0;1;0
0;4;4;3;0;1;3;2;2;1;0;0
4;26;1;12;0;1;3;25;1;0;1;0
5;31;1;16;0;0;1;5;0;1;0;0
4;36;0;16;0;0;4;5;1;0;1;0
2;52;0;8;0;0;4;4;2;0;0;0
7;29;5;6;1;0;1;4;0;1;0;0
1;6;14;2;0;0;1;1;1;1;0;0
0;1;2;1;0;0;3;83;1;1;0;0
16;1;1;36;0;4;2;6;0;0;1;1
1;1;0;1;0;0;0;2;0;1;0;0
0;1;0;3;3;5;38;8;3;0;1;0
14;182;561;51;1;0;5;4;2;1;0;0
19;96;47;29;0;0;1;22;1;1;0;0
0;2;0;0;0;0;1;0;0;0;0;0
34;699;193;55;5;1;4;43;1;1;0;0
14;428;73;37;0;2;3;12;2;1;0;0
42;529;74;79;1;0;2;13;1;1;0;1
4;2;0;7;0;0;0;5;1;1;0;0
2;1;1;11;0;0;1;0;0;1;0;0
20;283;13;38;0;1;3;17;1;0;1;0
0;0;0;1;0;0;0;1;0;0;1;0
9;38;1;11;1;1;7;21;20;1;0;0
10;15;0;7;1;0;1;2;0;1;0;0
16;203;3;16;1;0;1;9;1;1;0;0
9;15;10;13;0;1;1;4;3;1;0;0
0;3;0;1;0;0;0;4;0;1;0;0
63;627;7;62;2;5;5;28;1;1;0;0
0;0;0;0;1;0;0;0;0;0;1;0
2;133;2;3;2;0;1;5;0;1;0;1
8;59;1;10;0;3;3;5;1;1;0;0
13;55;2;20;0;1;3;2;1;1;0;0
4;114;9;13;1;2;6;12;1;1;0;0
8;55;3;18;0;1;1;4;1;0;1;0
9;126;2;11;0;0;2;6;1;1;0;0
3;87;0;7;1;0;2;43;1;1;0;0
77;266;10;70;0;0;1;18;1;1;0;0
14;12;10;39;0;5;5;24;1;0;1;0
0;4;0;0;0;0;1;2;0;1;0;0
6;24;0;3;0;0;2;2;1;1;0;0
12;91;0;26;0;1;1;14;1;1;0;0
5;404;2;2;0;0;4;1;1;0;1;0
27;82;3;81;1;11;5;28;1;0;1;0
16;5659;29;36;0;0;5;11;1;1;0;1
0;3;0;0;0;0;4;101;13;1;0;0
8;51;7;16;1;5;4;9;3;0;1;0
0;0;122;0;0;0;0;0;1;1;0;1
1;4;1;2;0;0;1;1;0;1;0;0
25;232;7;38;2;0;1;21;1;1;0;0
4;39;0;7;0;0;1;1;6;1;0;0
37;404;7;163;2;14;9;42;1;0;1;0
60;155;4;46;0;0;1;1;2;1;0;1
1;36;0;6;0;0;1;1;1;1;0;0
1;2;0;1;0;0;0;0;0;1;0;1
0;1;0;0;0;0;0;0;31;0;1;0
0;1;0;0;2;4;207;1;1;0;1;0
35;164;8;65;3;2;1;45;1;1;0;0
10;271;62;22;0;1;2;10;1;0;1;0
6;116;7;4;0;0;1;4;1;1;0;0
4;95;24;11;0;0;0;1;0;1;0;1
2;121;0;8;1;2;17;2;2;0;1;0
0;13;14;1;1;0;1;2;0;1;0;0
30;74;2;22;0;1;1;11;0;1;0;0
5;76;32;15;0;0;3;5;0;1;0;0
30;68;126;41;0;1;9;16;1;1;0;1
5;2;1;13;0;0;1;7;1;1;0;0
0;0;0;0;3;6;26;0;2;0;1;0
1;4;0;3;0;0;1;0;1;0;1;0
14;82;31;6;2;0;5;14;1;1;0;0
0;2;0;3;0;0;2;1;1;1;0;0
0;0;0;1;0;0;0;0;0;1;0;0
67;4;57;40;1;2;1;13;1;1;0;1
0;15;1;4;0;0;2;2;0;1;0;0
0;0;0;0;8;2;106;0;1;0;1;0
9;62;9;10;1;0;1;1;0;1;0;0
4;5;0;0;0;0;1;2;0;0;0;0
0;21;0;0;0;0;0;0;0;1;0;0
10;95;2;23;0;0;2;1;0;0;1;0
1;7;6;8;0;0;1;3;1;0;1;0
3;7;0;3;0;1;0;1;0;1;0;0
3;148;1;8;0;0;1;13;4;1;0;0
0;1;0;0;0;0;0;0;0;1;0;0
0;0;0;0;0;0;6;0;0;0;1;0
38;991;56;98;2;6;5;33;3;1;0;0
6;125;1;47;0;0;2;25;1;0;1;1
4;2;9;2;0;0;0;0;0;1;0;0
0;8;0;3;0;0;2;1;35;0;1;0
32;48;1;41;1;0;1;24;1;1;0;0
29;108;2;61;3;3;6;52;1;1;0;0
0;11;0;3;0;0;1;2;2;1;0;0
1;27;4;1;1;0;1;1;1;1;0;0
10;78;6;18;3;2;1;7;2;0;1;1
32;48;1;41;1;0;1;24;1;1;0;0
11;45;32;19;1;0;1;5;0;1;0;0
11;191;25;30;0;2;1;13;2;1;0;0
4;78;1;4;0;1;2;3;1;0;1;0
67;821;12;270;0;3;1;20;2;1;0;0
30;95;6;31;0;0;2;4;1;1;0;1
3;78;2;16;1;7;11;9;2;0;1;0
0;0;0;0;0;0;69;0;1;0;1;0
61;592;124;134;1;2;2;24;2;1;0;0
5;1;2;23;0;0;1;1;2;0;1;1
39;60;16;67;3;5;6;24;1;0;1;0
35;179;86;63;2;2;4;14;1;1;0;0
2;28;4;2;1;0;2;4;1;1;0;0
0;1;0;0;9;4;120;0;2;0;1;0
6;22;4;28;0;2;4;7;1;1;0;0
33;285;5;96;0;2;2;15;3;0;1;0
2;26;0;17;0;3;6;2;1;0;1;0
48;2385;13;67;2;0;1;9;3;1;0;0
9;90;1;23;2;1;2;12;1;1;0;0
39;144;43;92;1;7;3;20;4;1;0;0
4;11;2;6;0;1;2;3;0;1;0;0
10;18;2;13;1;1;1;28;2;1;0;0
9;236;0;19;1;1;2;67;1;1;0;0
0;0;0;0;0;0;8;0;1;0;0;0
14;112;67;44;0;2;3;15;1;1;0;0
8;772;30;24;1;1;7;7;1;1;0;0
41;130;9;75;2;7;4;57;1;1;0;1
6;86;14;7;0;0;1;4;0;1;0;0
6;174;74;14;0;2;3;5;1;1;0;0
35;1996;32;105;1;11;3;189;5;1;0;0
163;1;1;18;8;0;9;9;1;1;0;0
5;26;1;8;0;2;1;2;1;0;1;0
1;10;2;3;0;0;1;2;0;1;0;0
1;22;1;4;1;2;2;9;1;0;1;0
10;37;2;12;0;0;2;1;1;0;1;0
25;222;3;109;1;10;6;9;2;0;1;0
3;56;2;11;0;0;1;13;1;1;0;0
29;462;7;71;0;7;3;23;1;1;0;0
7;75;29;30;0;3;2;23;3;1;0;0
21;208;44;76;0;2;8;21;1;1;0;0
24;193;5;21;0;0;1;13;1;1;0;0
4;3;0;0;1;1;19;1;1;0;1;0
26;2;3;63;1;7;5;17;1;0;1;1
0;2;0;1;0;1;16;12;1;0;1;0
1;11;2;1;0;0;1;17;0;1;0;0
26;229;6;69;5;2;2;15;1;1;0;0
8;564;534;26;0;0;10;4;5;1;0;0
1;1;0;0;0;0;1;1;0;1;0;0
4;138;150;12;1;0;1;11;6;1;0;0
0;1;0;0;1;2;241;0;2;0;1;0
18;101;62;38;1;4;7;41;2;1;0;0
0;0;0;0;2;0;12;0;1;0;1;0
0;0;0;0;0;0;0;0;2;1;0;0
25;460;11;53;1;3;1;25;1;1;0;0
10;43;2;9;0;0;1;4;1;1;0;0
7;298;31;23;0;2;1;3;1;1;0;0
8;58;0;23;0;1;2;8;13;1;0;0
3;7;0;6;0;1;1;2;4;0;1;0
3;8;0;4;0;0;1;10;1;0;1;0
1;22;4;0;0;0;1;1;0;1;0;0
1;13;1;1;0;0;1;2;1;1;0;0
3;23;9;2;0;0;5;0;1;1;0;0
0;8;0;0;0;0;1;1;0;1;0;0
8;177;11;39;0;8;10;8;3;1;0;0
6;56;0;23;2;5;3;20;2;0;1;0
15;16;0;30;0;0;1;8;2;0;1;1
5;609;15;6;0;0;4;1;1;1;0;0
20;254;44;24;1;0;3;12;1;0;1;1
5;36;0;6;0;1;1;1;0;0;1;0
17;131;7;29;1;3;2;7;1;1;0;0
22;282;1;73;0;0;1;48;1;1;0;0
7;74;0;9;0;0;1;4;0;1;0;0
32;519;40;69;0;3;2;19;1;1;0;0
0;3;0;0;0;0;0;2;0;1;0;0
2;1;0;5;0;0;0;0;0;0;0;1
1;25;0;4;0;0;2;2;2;1;0;0
34;114;16;24;0;1;1;4;1;1;0;0
57;492;190;71;1;0;2;7;1;1;0;0
32;163;25;22;0;3;1;11;0;1;0;0
122;738;1;165;0;2;4;43;1;0;0;0
3;27;0;26;1;1;3;3;2;0;1;1
0;0;0;1;1;0;2;1;1;0;1;0
0;0;0;0;0;0;0;0;0;1;0;0
0;3;0;2;0;0;0;1;0;0;1;1
2;3;0;0;0;0;1;3;0;1;0;1
49;1360;10;115;0;1;6;22;1;1;0;0
12;182;173;31;2;2;3;21;1;1;0;0
1;0;2;0;0;0;0;2;0;1;0;0
9;95;2;28;0;1;11;2;1;0;1;0
3;21;1;5;0;0;0;1;0;1;0;0
9;68;2;29;1;0;2;13;1;1;0;0
0;35;0;0;4;0;184;0;2;0;1;0
26;191;4;43;1;2;2;24;2;1;0;0
3;98;54;10;0;1;1;6;1;1;0;0
0;3;0;5;0;0;1;1;1;1;0;0
32;255;14;47;3;3;2;33;1;1;0;0
0;16;0;2;0;0;1;4;0;0;0;1
0;1;2;0;0;0;2;1;0;1;0;0
64;205;84;113;1;2;1;8;2;1;0;0
27;0;0;4;0;0;0;1;0;0;0;0
0;1;7;4;0;0;0;0;3;1;0;0
0;4;1;0;0;0;1;0;11;0;1;0
74;210;1;105;10;13;12;42;2;0;1;0
12;121;2;7;0;3;1;19;1;0;0;0
1;0;0;0;7;4;70;0;5;0;1;0
5;3;0;3;1;0;1;0;0;0;0;0
5;129;10;25;0;0;1;3;1;1;0;0
12;3404;3;32;1;1;1;6;1;1;0;0
45;108;23;44;0;4;1;21;1;1;0;1
14;105;1;32;0;2;3;10;0;1;0;0
0;12;4;10;0;0;1;1;0;0;0;0
5;45;5;20;0;1;2;3;1;1;0;0
4;96;11;5;0;0;1;3;1;1;0;0
1;96;2;5;0;1;1;4;1;1;0;0
53;181;15;84;2;3;5;27;1;1;0;0
1;5;11;2;0;0;6;4;0;1;0;0
0;0;0;0;0;0;1;1;1;0;1;0
0;1;0;1;0;0;0;0;0;1;0;0
16;137;9;37;0;0;1;8;2;1;0;1
0;1;0;0;0;0;1;0;0;0;1;0
15;123;0;16;0;0;5;6;1;1;0;1
23;78;4;58;0;7;2;17;1;0;1;0
25;171;3;48;1;2;5;25;1;1;0;0
18;131;6;27;1;4;1;13;1;1;0;0
14;147;10;19;0;1;1;16;1;0;0;0
40;193;51;75;0;0;2;3;3;1;0;1
27;299;5;208;2;1;8;26;2;1;0;0
5;29;0;6;0;0;4;6;1;0;1;0
0;0;0;2;0;0;2;1;0;1;0;0
4;7;8;1;1;0;0;3;0;1;0;0
37;365;394;147;4;8;6;48;1;1;0;0
41;386;19;64;5;3;4;25;2;1;0;0
1;1;0;0;0;0;0;1;0;1;0;0
3;44;0;7;0;0;3;1;1;0;0;1
30;101;45;42;0;1;3;7;2;1;0;0
12;65;10;17;0;2;3;4;1;1;0;1
2;12;1;2;0;0;1;0;1;1;0;0
8;69;20;11;0;1;11;7;1;1;0;0
29;242;136;60;1;1;4;26;1;0;0;0
7;63;4;8;6;1;3;3;1;0;1;0
13;98;248;33;0;0;1;5;6;1;0;1
9;203;33;15;1;0;1;15;1;1;0;0
0;8;0;9;0;0;2;6;1;1;0;0
0;3;0;1;0;0;0;1;0;1;0;0
3;147;113;10;0;0;12;12;1;1;0;0
0;4;7;5;0;0;1;139;1;1;0;0
5;108;0;12;2;0;2;8;1;1;0;0
1;0;0;0;1;0;72;0;1;0;1;0
2;3;2;4;0;0;1;4;0;0;1;0
50;132;47;102;2;3;8;55;1;1;0;0
15;77;21;23;0;0;5;6;1;1;0;0
1;1;0;0;0;0;0;0;0;1;0;0
11;37;5;20;1;0;1;11;2;1;0;1
53;626;14;154;3;4;4;42;2;1;0;0
0;0;0;0;0;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;0;1;0;1
9;110;1;22;1;2;1;25;2;1;0;0
16;89;12;41;0;12;4;42;1;0;1;0
7;37;1;12;0;0;1;1;0;1;0;0
3;245;40;19;3;1;2;19;1;1;0;0
1;20;0;6;1;0;3;4;0;1;0;0
42;280;1;59;0;0;6;19;1;1;0;0
8;1;0;58;0;1;3;9;1;0;0;0
39;3;2;53;0;0;3;5;2;0;1;1
91;455;5;140;6;2;2;40;1;1;0;0
42;989;9;207;2;4;7;94;1;1;0;0
4;20;1;9;0;0;1;2;0;1;0;1
28;351;29;41;1;7;6;62;4;1;0;0
6;40;5;11;0;0;2;47;1;1;0;0
4;256;15;7;0;0;3;2;1;1;0;0
1;8;0;1;0;0;1;0;1;0;0;1
3;73;9;1;0;0;1;1;1;1;0;0
2;66;8;4;0;0;1;1;1;1;0;0
59;150;8;34;4;0;7;1;11;1;0;1
4;14;0;1;0;0;1;0;0;1;0;0
0;5;1;11;0;2;1;0;0;0;1;1
18;338;55;23;1;0;1;10;3;1;0;0
0;8;1;2;0;0;1;1;0;1;0;0
12;135;11;18;0;0;1;2;2;1;0;0
1;6;0;5;1;0;1;1;0;0;1;0
0;1;0;2;0;0;0;4;0;0;1;0
28;9;2;38;0;0;1;14;1;1;0;0
0;0;0;2;19;4;312;0;1;0;1;0
42;450;15;75;6;4;3;45;1;1;0;0
18;189;37;22;1;1;2;19;1;1;0;0
72;195;64;104;0;2;3;8;2;1;0;0
4;6;0;5;0;1;1;3;7;0;1;0
2;55;1;4;0;0;5;1;0;0;1;0
19;604;11;35;0;1;1;4;1;1;0;1
7;405;76;21;1;0;1;9;2;1;0;0
5;43;1;10;1;1;1;8;1;1;0;0
3;93;29;17;0;0;2;3;0;1;0;0
0;5;329;0;1;0;1;0;1;1;0;0
18;45;2;55;1;0;6;17;1;1;0;0
70;173;34;140;0;1;4;21;6;1;0;1
13;523;165;61;1;1;2;60;1;1;0;0
1;3;0;1;0;0;0;0;1;0;0;0
77;20;12;12;0;0;3;4;2;1;0;0
1;24;10;6;0;0;4;1;1;1;0;0
24;323;8;59;0;0;1;10;1;1;0;0
4;6;0;6;0;1;1;8;0;1;0;0
6;29;8;6;0;0;1;6;0;1;0;1
17;234;38;23;1;0;2;33;1;1;0;0
2;12;0;5;1;1;1;3;0;0;1;0
0;202;25;14;0;0;1;2;1;1;0;0
6;1;262;10;0;0;1;0;1;1;0;0
0;1;1;0;0;0;0;0;0;1;0;0
2;15;0;2;1;0;2;1;1;0;1;0
8;44;2;5;0;0;1;2;1;0;1;0
1;3;0;1;0;0;0;1;0;1;0;0
30;318;31;48;6;0;2;28;2;0;0;1
1;2;0;5;0;0;1;0;1;1;0;0
26;183;2;45;0;0;2;2;1;1;0;0
0;0;0;0;0;0;1;262;1;1;0;0
28;310;9;48;1;3;5;41;1;1;0;0
11;29;4;7;0;1;9;32;1;1;0;0
2;122;1;1;0;1;2;1;0;1;0;0
147;39;2;37;0;0;3;4;2;1;0;0
8;92;1;35;0;0;1;4;1;0;1;1
98;264;5;154;6;3;2;5;1;0;0;0
0;1;1;3;0;0;1;1;0;1;0;0
3;2;0;0;0;0;1;0;1;1;0;1
18;121;7;22;0;1;1;10;1;0;1;0
4;298;1;14;0;0;4;6;0;1;0;0
1;15;0;0;1;1;17;4;1;1;0;0
48;118;15;68;3;1;3;49;2;1;0;0
24;271;2;84;0;7;3;12;1;1;0;0
0;1;0;1;0;0;0;0;0;0;1;0
0;5;0;1;0;0;0;0;0;1;0;0
0;8;0;2;0;0;2;1;0;0;0;1
7;112;144;8;0;0;2;1;1;0;1;0
0;7;1;0;0;0;1;0;0;1;0;0
10;57;6;16;0;0;3;4;1;1;0;0
3;25;1;3;0;1;1;1;0;1;0;0
8;91;31;10;0;0;1;10;0;1;0;0
6;39;0;12;0;0;2;4;1;1;0;0
13;40;28;15;0;1;3;2;1;1;0;0
1;25;1;8;0;1;1;2;1;0;0;0
9;198;2;5;0;0;8;8;0;1;0;0
3;88;3;14;0;2;1;7;1;0;0;0
1;195;18;25;1;0;18;10;1;1;0;0
96;295;19;276;0;4;6;42;1;1;0;0
20;118;89;15;1;2;4;22;1;1;0;0
10;141;8;19;0;1;1;14;1;1;0;0
1;6;527;5;1;0;1;0;2;1;0;0
5;371;112;12;0;0;17;12;1;0;1;1
2;337;2;5;1;0;1;3;1;1;0;0
0;4;0;1;0;0;1;0;0;1;0;0
0;1;0;1;0;0;0;0;0;0;1;0
1;81;6;3;0;0;14;15;1;1;0;0
6;34;3;1;0;1;1;4;1;1;0;0
0;30;168;0;0;0;0;0;1;1;0;0
3;19;3;6;0;0;3;1;1;1;0;0
14;45;13;37;0;2;1;13;1;1;0;0
75;1004;6;266;2;4;4;21;3;0;1;0
1;5;0;3;0;0;0;1;0;0;1;1
32;425;59;25;0;0;2;13;1;1;0;0
7;1;0;11;0;0;1;0;1;1;0;1
12;78;12;17;2;0;19;29;1;1;0;0
7;135;2;28;0;3;2;16;1;1;0;0
7;148;21;22;1;0;4;15;2;0;1;0
22;70;1;49;0;3;5;8;1;0;1;1
46;75;3;18;0;0;3;8;1;1;0;1
12;119;10;19;0;1;7;4;1;1;0;0
3;45;1;11;1;0;5;4;1;0;1;0
3;5;4;3;0;0;1;1;1;1;0;0
0;2;0;2;1;0;1;0;1;1;0;0
15;453;46;27;1;4;4;44;1;1;0;0
2;1;0;4;0;0;3;7;0;1;0;0
15;417;0;40;3;0;2;11;1;0;1;0
63;643;15;92;3;2;2;59;1;1;0;0
0;1;0;0;1;0;0;4;0;1;0;0
4;42;55;8;0;0;2;4;0;0;0;0
6;23;2;14;1;0;2;1;3;0;1;1
0;0;0;0;0;0;1;0;1;0;1;0
1;31;0;3;0;0;1;1;0;1;0;0
0;0;0;0;0;0;17;0;1;0;1;0
34;1091;42;43;0;0;5;10;2;1;0;0
0;39;2;7;2;1;11;4;3;0;1;0
20;8;1;102;0;5;1;4;3;0;1;0
24;358;6;30;3;3;4;37;21;0;1;1
0;0;29;0;0;0;0;0;1;1;0;0
65;1415;611;131;15;11;11;81;2;1;0;0
6;78;1;3;2;0;6;11;1;1;0;0
10;197;6;33;2;0;17;17;2;1;0;0
4;9;19;1;0;1;1;2;1;1;0;0
22;312;47;40;3;0;2;18;1;1;0;0
3;2;0;2;1;0;2;3;0;0;0;0
6;91;24;10;1;0;3;13;1;1;0;0
31;1443;32;39;2;0;2;19;1;1;0;1
4;3;0;9;4;1;1;6;1;0;0;0
0;2;697;3;0;1;3;4;1;0;0;0
10;201;2;57;0;3;1;6;1;1;0;0
0;30;0;6;0;0;10;1;7;0;1;0
0;11;0;1;0;0;3;1;2;0;1;0
6;209;27;23;2;2;11;18;1;1;0;0
13;1;3;13;1;1;1;3;2;1;0;1
8;117;4;11;0;0;4;3;0;0;0;0
1;5;0;0;0;0;1;1;0;0;0;0
17;52;12;32;3;0;3;9;2;1;0;1
19;232;2;48;1;1;1;11;1;1;0;0
5;826;0;9;0;2;1;31;1;1;0;0
0;2;0;0;2;4;72;0;2;0;1;0
0;0;0;0;1;2;62;28;2;0;1;0
2;25;0;18;0;0;1;2;2;0;0;0
2;0;0;3;1;0;1;1;4;0;1;0
2;22;7;2;0;0;1;2;2;1;0;1
57;292;60;60;0;1;1;7;1;1;0;1
0;0;0;0;3;3;110;2;11;0;1;0
22;212;1;97;2;2;4;31;3;0;0;0
45;607;27;89;1;37;2;33;4;1;0;0
8;335;23;20;3;2;6;39;2;1;0;0
0;51;0;2;0;0;0;0;1;1;0;0
5;10;0;4;0;0;3;0;0;1;0;0
0;0;0;0;9;2;8;0;0;0;1;0
0;1;0;0;0;0;0;0;0;1;0;0
11;66;2;14;1;1;10;17;2;1;0;0
0;2;0;1;0;0;0;0;0;1;0;0
0;83;0;4;0;0;1;2;1;0;1;0
26;374;3;63;2;5;2;40;1;1;0;0
0;113;6;0;0;0;1;1;0;1;0;0
4;52;11;4;0;0;1;5;1;1;0;0
0;23;0;1;0;0;1;0;0;0;1;0
66;523;23;112;9;10;7;71;10;1;0;0
14;68;19;18;0;2;1;7;1;1;0;0
0;0;0;0;0;1;55;0;0;0;1;0
0;1;0;3;0;0;1;1;0;1;0;0
0;0;0;0;6;1;33;0;1;0;1;0
350;548;37;864;8;4;6;88;1;1;0;0
0;1;0;0;0;1;1;1;0;1;0;0
23;1;32;19;0;0;1;0;1;1;0;1
5;1;0;5;1;0;1;2;8;0;1;0
0;0;0;1;0;0;1;0;1;1;0;0
14;118;14;22;1;1;4;11;1;1;0;0
12;38;8;11;0;5;9;28;1;0;0;0
12;15;497;14;0;0;1;0;1;1;0;0
9;4;0;13;1;1;2;49;1;1;0;0
2;647;10;11;2;1;1;8;0;1;0;0
8;27;1;11;1;2;2;7;1;1;0;0
10;124;72;18;0;2;3;7;1;1;0;0
17;91;35;27;3;0;10;10;1;1;0;0
2;54;0;5;0;0;1;3;0;0;0;1
37;35;0;9;0;0;1;0;0;1;0;0
15;3;7;31;0;0;1;2;0;1;0;1
10;37;4;5;1;0;6;8;7;1;0;1
0;0;0;0;0;0;1;0;0;0;1;0
0;1;0;0;0;0;1;0;1;0;1;0
0;9;0;0;1;0;6;0;3;0;1;0
17;25;1;14;0;1;1;10;1;1;0;0
7;48;6;13;0;5;3;9;2;1;0;0
5;23;15;3;1;0;1;4;1;1;0;0
25;681;108;58;0;1;2;15;1;1;0;0
5;29;2;5;3;4;4;9;1;0;1;0
8;54;5;12;0;0;1;4;1;1;0;0
1;131;3;3;0;0;2;5;0;1;0;0
0;0;0;0;0;0;0;0;2;0;1;0
2;215;19;3;0;1;2;28;1;1;0;0
20;143;1;38;1;1;1;6;0;1;0;0
33;237;38;91;1;0;4;12;1;1;0;1
72;341;56;175;15;5;4;16;1;1;0;1
7;54;9;17;0;1;1;9;1;1;0;0
3;1;506;1;0;0;0;0;2;1;0;0
0;0;0;0;0;0;0;27;3;1;0;0
17;199;59;43;1;5;4;20;1;1;0;0
